aAqui aaqui RG 1
causa causa NCFS000 0.972603
sobredicha sobredicho AQ0FS00 1
quaestione quaestione VMIP3S0 1
viii° viii° RG 0.10762
que que CS 0.350774
nunca nunca RG 1
se se P00CN00 0.489655
deue deber VMM02S0 0.5
fazer hacer VMN0000 1
batalla batallar VMIP3S0 0.390341
sin sin SP 1
grant gran AQ0CS00 1
neçessidat necesidad NCFS000 1
; ; Fx 1
e e CC 0.494868
comiença comenzar VMM02S0 1
aquel aquel DD0MS0 0.849576
capitulo capítulo NCMS000 0.596154
: : Fd 1
si si CS 0.944444
nulla nulla NCFS000 0.765919
vrgeat vrgeat NCFS000 0.924048
necessitas necesitar VMIP2S0 1
. . Fp 1

Mas mas CC 0.34543
aqui aquí RG 1
conuiene convenir VMIP3S0 1
de de SP 0.999919
notar notar VMN0000 1
que que CS 0.350774
mucho mucho RG 0.930013
deue deber VMM02S0 0.5
tener tener VMN0000 1
mientes mentar VMSP2S0 0.38
el el DA0MS0 0.880831
prinçipe príncipe NCMS000 0.533609
que que PR0CN00 0.648448
se se P00CN00 0.489655
aya haber VMSP3S0 0.990196
bien bien RG 0.963887
con con SP 1
dios dios NCMS000 0.999067
quando cuándo PT00000 1
ha haber VAIP3S0 0.315104
de de SP 0.999919
començar comenzar VMN0000 1
la el DA0FS0 0.897854
fazienda hacienda NCFS000 0.512121
o o CC 0.998971
la el DA0FS0 0.897854
batalla batalla NCFS000 0.590505
e e CC 0.494868
que que CS 0.350774
se se P00CN00 0.489655
guarde guardar VMSP1S0 0.488372
de de SP 0.999919
ofender ofender VMN0000 1
a a SP 0.956937
la el DA0FS0 0.897854
Eglesia iglesia NCFS000 1
. . Fp 1

E e CC 0.494868
este este DD0MS0 0.931783
avera haber VMIF3S0 0.916667
vençimiento vencimiento NCMS000 1
quando cuándo PT00000 1
bien bien RG 0.963887
guar guar VMN0000 1
dare dar VMIF1S0 1
los el DA0MP0 0.931043
mandamientos mandamiento NCMP000 1
de de SP 0.999919
dios dios NCMS000 0.999067
e e CC 0.494868
de de SP 0.999919
la el DA0FS0 0.897854
Eglesia iglesia NCFS000 1
; ; Fx 1
segunt según SP 0.990196
que que PR0CN00 0.648448
dixo decir VMIS3S0 1
agior agior RG 0.249986
quado quado VMP00SM 1
daua dar VMII3S0 0.97619
conse conse_con+conse_se SP+P0 1
io yo PP1CSN0 1
a a SP 0.956937
Olofernes olofernes VMSP2S0 1
, , Fc 1
Judic judic VMIS1S0 0.500006
viᐤ viᐤ NCMS000 0.175279
caᐤ caᐤ AQ0CS00 0.0305452
, , Fc 1
do do PR00000 0.994792
cuenta contar VMIP3S0 0.590909
los el DA0MP0 0.931043
benefiçios beneficio NCMP000 1
de de SP 0.999919
dios dios NCMS000 0.999067
que que PR0CN00 0.648448
fizo hacer VMIS3S0 1
asu asu_a+asu_su SP+DP 1
pueblo pueblo NCMS000 0.986111
, , Fc 1
e e CC 0.494868
en en SP 1
cabo cabo NCMS000 1
concluye concluir VMIP3S0 0.930769
asi así RG 0.997788
: : Fd 1
señor señor NCMS000 0.992395
sabe saber VMM02S0 0.303922
si si CS 0.944444
es ser VSIP3S0 1
alguna alguno DI0FS0 0.992958
maldat maldad NCFS000 1
deste deste_de+deste_este SP+DD 0.994505
pueblo pueblo NCMS000 0.986111
ante ante SP 0.376
dios dios NCMS000 0.999067
, , Fc 1
e e CC 0.494868
entonçe entonces RG 0.913043
vayamos ir VMSP1P0 0.970822
a a SP 0.956937
ellos ellos PP3MP00 1
, , Fc 1
que que CS 0.350774
dios dios NCMS000 0.999067
te te P02CS00 0.493884
los lo PP3MPA0 0.0343567
dara dar VMIF3S0 1
en en SP 1
tus tu DP2CPS 1
manos mano NCFP000 1
. . Fp 1

Mas mas CC 0.34543
si si CS 0.944444
non no RN 0.99936
hay haber VMIP3S0 1
ninguna ninguno DI0FS0 0.990196
ofensa ofensa NCFS000 1
deste deste_de+deste_este SP+DD 0.994505
pueblo pueblo NCMS000 0.986111
ante antes RG 0.616
dio dar VMIS3S0 1
s, s, RG 0.10762
non no RN 0.99936
podremos poder VMIF1P0 1
conquerir conquistar VMN0000 1
los el DA0MP0 0.931043
ca ca CS 0.982082
dios dios NCMS000 0.999067
sera ser VSIF3S0 0.994505
conellos conellos_con+conellos_ellos SP+PP 1
. . Fp 1

Onde donde PR00000 1
dize decir VMIP3S0 1
dios dios NCMS000 0.999067
en en SP 1
el el DA0MS0 0.880831
leuitico leuitico NCMS000 1
, , Fc 1
xx°vii° xx°vii° RG 0.10762
ca ca CS 0.982082
pitulo, pitulo, VMIS3S0 0.0525441

, , Fc 1
que que CS 0.350774
por por SP 1
pecados pecado NCMP000 0.880435
de de SP 0.999919
uno uno PI0MS00 0.909465
que que PR0CN00 0.648448
dezian decir VMII3P0 1
achar hachar VMN0000 1
, , Fc 1
muchos mucho DI0MP0 0.876506
fueron ser VSIS3P0 0.938596
muertos morir VMP00PM 0.0833333
del de+el SP+DA0MS0 0.5
pueblo pueblo NCMS000 0.986111
. . Fp 1

E e CC 0.494868
por por SP 1
ende ende RG 0.891459
el el DA0MS0 0.880831
que que PR0CN00 0.648448
quiere querer VMIP3S0 0.983871
auer haber VMN0000 0.703704
victoria victoria NCFS000 0.997544
en en SP 1
la el DA0FS0 0.897854
fazienda hacienda NCFS000 0.512121
aya haber VMSP3S0 0.990196
a a SP 0.956937
dios dios NCMS000 0.999067
por por SP 1
si si CS 0.944444
el él PP3MS00 0.119169
e e CC 0.494868
los el DA0MP0 0.931043
suyos suyo AP0MP3N 1
, , Fc 1
A a SP 0.956937
enxenplo ejemplo NCMS000 1
de de SP 0.999919
Abraam abraam NP000P0 1
e e CC 0.494868
de de SP 0.999919
moyses moyses NP000P0 1
e e CC 0.494868
de de SP 0.999919
Josue josue NP000P0 1
e e CC 0.494868
dauid dauid NP000P0 1
dauide dauide VMIP3S0 0.218081
de de SP 0.999919
otros otro DI0MP0 0.652439
muchos mucho DI0MP0 0.876506
prinçipes príncipe NCMP000 0.543609
que que PR0CN00 0.648448
ouieron haber VMIS3P0 0.5
sienpre siempre RG 1
victoria victoria NCFS000 0.997544
de de SP 0.999919
sus su DP3CPN 0.988798
enemigos enemigo NCMP000 0.65625
por por SP 1
que que PR0CN00 0.648448
fueron ser VSIS3P0 0.938596
justos justo AQ0MP00 0.916667
e e CC 0.494868
buenos bueno AQ0MP00 1
. . Fp 1

Mas mas CC 0.34543
por por SP 1
que que CS 0.350774
sepan saber VMSP3P0 0.738095
los el DA0MP0 0.931043
reyes rey NCMP000 1
e e CC 0.494868
los el DA0MP0 0.931043
prinçipes príncipe NCMP000 0.543609
en en SP 1
commo cómo PT00000 0.916667
han haber VAIP3P0 0.97619
de de SP 0.999919
cometer cometer VMN0000 1
las el DA0FP0 0.755247
batallas batalla NCFP000 0.954545
, , Fc 1
conuieneles convenir+le VMIP3S0+PP3CPD0 0.5 convenir+les VMIP3S0+PP3CPD0 0.5
de de SP 0.999919
saber saber VMN0000 0.665563
que que CS 0.350774
en en SP 1
las el DA0FP0 0.755247
batallas batalla NCFP000 0.954545
mas mas CC 0.34543
vale ir+le VMIP3S0+PP3CSD0 0.458333
sabiduria sabiduría NCFS000 1
de de SP 0.999919
las el DA0FP0 0.755247
armas arma NCFP000 0.987805
que que PR0CN00 0.648448
muchedunbre muchedumbre NCFS000 1
nin ni CC 1
fortaleza fortaleza NCFS000 1
de de SP 0.999919
conpañas compaña NCFP000 1
. . Fp 1

E e CC 0.494868
por por SP 1
ende ende RG 0.891459
conviene convenir VMIP3S0 1
de de SP 0.999919
saber saber VMN0000 0.665563
que que CS 0.350774
cosa cosa NCFS000 0.993392
es ser VSIP3S0 1
caualleria caballería NCFS000 1
, , Fc 1
e e CC 0.494868
para para SP 0.988789
que que PR0CN00 0.648448
es ser VSIP3S0 1
estableçida establecer VMP00SF 1
, , Fc 1
e e CC 0.494868
que que CS 0.350774
toda todo DI0FS0 0.949029
obra obra NCFS000 0.921569
de de SP 0.999919
batalla batalla NCFS000 0.590505
se se P00CN00 0.489655
contiene contener VMIP3S0 1
sola solo AQ0FS00 0.986111
arte arte NCCS000 1
de de SP 0.999919
caualleria caballería NCFS000 1
. . Fp 1

E e CC 0.494868
este este DD0MS0 0.931783
es ser VSIP3S0 1
el el DA0MS0 0.880831
primero 1 AO0MS00 0.734375
capitulo capítulo NCMS000 0.596154
de de SP 0.999919
esta este DD0FS0 0.818828
parte parte NCCS000 0.878327
postrimera postrimero AQ0FS00 1
que que PR0CN00 0.648448
esta estar VAIP3S0 0.0373002
en en SP 1
tres 3 Z 1
conclusiones conclusión NCFP000 1
: : Fd 1
La el DA0FS0 0.897854
primera 1 AO0FS00 0.712264
es ser VSIP3S0 1
que que CS 0.350774
cosa cosa NCFS000 0.993392
es ser VSIP3S0 1
caualleria caballería NCFS000 1
. . Fp 1

La el DA0FS0 0.897854
segunda segunda NCFS000 0.346341
, , Fc 1
porque porque CS 0.996454
fue ser VSIS3S0 0.93672
fecha hacer VMP00SF 0.813333
e e CC 0.494868
estableçida establecer VMP00SF 1
. . Fp 1

La el DA0FS0 0.897854
terçera tercero NCFS000 0.916667
, , Fc 1
que que CS 0.350774
toda todo DI0FS0 0.949029
obra obra NCFS000 0.921569
de de SP 0.999919
batalla batalla NCFS000 0.590505
perteneçe pertenecer VMM02S0 1
a a SP 0.956937
arte arte NCCS000 1
de de SP 0.999919
caualleria caballería NCFS000 1
. . Fp 1

quanto cuanto PR0MS00 0.996795
a a SP 0.956937
lo el DA00S0 0.465046
primero 1 AO0MS00 0.734375
conuiene convenir VMIP3S0 1
de de SP 0.999919
saber saber VMN0000 0.665563
que que CS 0.350774
cavalleria cavalleria NCFS000 1
es ser VSIP3S0 1
sabiduria sabiduría NCFS000 1
de de SP 0.999919
lidiar lidiar VMN0000 1
ordenada ordenar VMP00SF 0.954545
a a SP 0.956937
bien bien RG 0.963887
comun común AQ0CS00 1
. . Fp 1

E e CC 0.494868
esta este PD0FS00 0.143872
se se P00CN00 0.489655
declara declarar VMIP3S0 0.930682
asi así RG 0.997788
: : Fd 1
ca ca CS 0.982082
assi así RG 0.978927
se se P00CN00 0.489655
han haber VAIP3P0 0.97619
los el DA0MP0 0.931043
cavalleros caballero NCMP000 0.621109
o o CC 0.998971
los el DA0MP0 0.931043
lidiadores lidiador NCMP000 1
a a SP 0.956937
la el DA0FS0 0.897854
obra obra NCFS000 0.921569
de de SP 0.999919
la el DA0FS0 0.897854
batalla batalla NCFS000 0.590505
commo comer VMIP1S0 0.0833333
los el DA0MP0 0.931043
doctores doctor NCMP000 0.85
e e CC 0.494868
los el DA0MP0 0.931043
maestros maestro NCMP000 0.633609
en en SP 1
las el DA0FP0 0.755247
otras otro DI0FP0 0.698675
çiençias ciencia NCFP000 1
. . Fp 1

Ca ca CS 0.982082
asi así RG 0.997788
commo cómo PT00000 0.916667
ninguno ninguno PI0MS00 0.66129
non no RN 0.99936
es ser VSIP3S0 1
de de SP 0.999919
dar dar VMN0000 1
por por SP 1
maestro maestro NCMS000 0.633609
en en SP 1
las el DA0FP0 0.755247
otras otro DI0FP0 0.698675
çiençias ciencia NCFP000 1
sinon sino CC 0.96875
sopiere saber VMSI3S0 1
bien bien RG 0.963887
las el DA0FP0 0.755247
artes arte NCCP000 1
e e CC 0.494868
las el DA0FP0 0.755247
çiençias ciencia NCFP000 1
en en SP 1
que que PR0CN00 0.648448
ha haber VAIP3S0 0.315104
de de SP 0.999919
ser ser VSN0000 0.969613
maestro maestro AQ0MS00 0.366391
. . Fp 1

Asi así RG 0.997788
ninguno ninguno PI0MS00 0.66129
non no RN 0.99936
deue debe NCMS000 0.5
ser ser VSN0000 0.969613
puesto poner VMP00SM 0.954545
por por SP 1
maestro maestro NCMS000 0.633609
de de SP 0.999919
cavalleria cavalleria NCFS000 1
, , Fc 1
nin ni CC 1
por por SP 1
caudillo caudillo NCMS000 1
sinon sino CC 0.96875
fuere ser VSSF1S0 0.496212
sabidor sabedor AQ0MS00 1
en en SP 1
el el DA0MS0 0.880831
arte arte NCCS000 1
cavalleril cavalleril AQ0CS00 1
e e CC 0.494868
sinon sino CC 0.96875
amare amarar VMSP3S0 0.423108
el el DA0MS0 0.880831
bien bien RG 0.963887
comun común AQ0CS00 1
; ; Fx 1
E e CC 0.494868
si si CS 0.944444
non no RN 0.99936
ouieren haber VMSF3P0 0.5
del de+el SP+DA0MS0 0.5
esperança esperanza NCFS000 0.512121
que que PR0CN00 0.648448
sera ser VSIF3S0 0.994505
muy muy RG 1
bueno bueno AQ0MS00 0.980769
en en SP 1
la el DA0FS0 0.897854
batalla batalla NCFS000 0.590505
e e CC 0.494868
que que PR0CN00 0.648448
tirara tirar VMSI3S0 0.649984
de de SP 0.999919
sus su DP3CPN 0.988798
çibdadanos ciudadano AQ0MP00 0.366391
guerras guerra NCFP000 1
e e CC 0.494868
contiendas contienda NCFP000 0.916667
e e CC 0.494868
que que PR0CN00 0.648448
pugnara pugnar VMSI3S0 0.616667
por por SP 1
guardar guardar VMN0000 1
la el DA0FS0 0.897854
justiçia justicia NCFS000 1
e e CC 0.494868
de de SP 0.999919
arredrar arredrar VMN0000 1
toda todo DI0FS0 0.949029
fuerça fuerza NCFS000 0.96875
que que PR0CN00 0.648448
sea ser VSSP1S0 0.491824
fecha hacer VMP00SF 0.813333
al a+el SP+DA0MS0 0.5
su su DP3CSN 1
pueblo pueblo NCMS000 0.986111
por por SP 1
todo todo DI0MS0 0.746894
su su DP3CSN 1
. . Fp 1

poderMas podermas NCFP000 1
Mas mas CC 0.34543
a a SP 0.956937
declaraçion declaración NCFS000 1
desta desta_de+desta_este SP+DD 1
primera primera NCFS000 0.287736
e e CC 0.494868
de de SP 0.999919
la el DA0FS0 0.897854
segunda 2 AO0FS00 0.297561
conclusion conclusión NCFS000 1
conviene convenir VMIP3S0 1
de de SP 0.999919
saber saber VMN0000 0.665563
que que PR0CN00 0.648448
hay haber VMIP3S0 1
çinco 5 Z 1
maneras manera NCFP000 1
de de SP 0.999919
prudençia prudencia NCFS000 1
e e CC 0.494868
de de SP 0.999919
sabiduria sabiduría NCFS000 1
. . Fp 1

La el DA0FS0 0.897854
primera 1 AO0FS00 0.712264
es ser VSIP3S0 1
singular singular AQ0CS00 0.665949
o o CC 0.998971
particular particular NCCS000 0.916667
por por SP 1
la el DA0FS0 0.897854
qual cuál DT0CS0 1
sabe saber VMIP3S0 0.696078
omme hombre NCMS000 0.997544
gouernar gobernar VMN0000 1
asi así RG 0.997788
mesmo mesmo AQ0MS00 0.462121
. . Fp 1

La el DA0FS0 0.897854
ii° ii° NCMS000 0.175279
es ser VSIP3S0 1
yconomica yconomica AQ0FS00 0.526302
, , Fc 1
pour pour VMN0000 1
la el DA0FS0 0.897854
qual cuál DT0CS0 1
sabe saber VMIP3S0 0.696078
omme hombre NCMS000 0.997544
gouernar gobernar VMN0000 1
su su DP3CSN 1
casa casa NCFS000 0.990148
e e CC 0.494868
su su DP3CSN 1
conpaña compañía NCFS000 1
, , Fc 1
E e CC 0.494868
esta este PD0FS00 0.143872
, , Fc 1
segunt según SP 0.990196
que que PR0CN00 0.648448
dize decir VMIP3S0 1
el el DA0MS0 0.880831
philosopho filósofo NCMS000 0.916667
, , Fc 1
esta estar VAIP3S0 0.0373002
en en SP 1
saber saber VMN0000 0.665563
omme hombre NCMS000 0.997544
bien bien RG 0.963887
aconsejarse aconsejar+se VMN0000+PP3CN00 1
e e CC 0.494868
en en SP 1
guiar guiar VMN0000 1
sien sien NCFS000 1
pre pre AQ0CN00 0.366392
a a SP 0.956937
bien bien RG 0.963887
: : Fd 1
e e CC 0.494868
esta este PD0FS00 0.143872
es ser VSIP3S0 1
mayor mayor AQ0CS00 0.996454
que que CS 0.350774
la el DA0FS0 0.897854
primera primera NCFS000 0.287736
: : Fd 1
Ca ca CS 0.982082
mayor mayor AQ0CS00 0.996454
es ser VSIP3S0 1
el el DA0MS0 0.880831
bien bien RG 0.963887
de de SP 0.999919
toda todo DI0FS0 0.949029
la el DA0FS0 0.897854
casa casa NCFS000 0.990148
que que PR0CN00 0.648448
el el DA0MS0 0.880831
bien bien RG 0.963887
de de SP 0.999919
una uno DI0FS0 0.739583
persona persona NCFS000 0.939394
sola solo AQ0FS00 0.986111
. . Fp 1

E e CC 0.494868
por por SP 1
ende ende RG 0.891459
mayor mayor AQ0CS00 0.996454
sabiduria sabiduría NCFS000 1
es ser VSIP3S0 1
menester menester NCMS000 1
para para SP 0.988789
gouierno gobierno NCMS000 0.755263
de de SP 0.999919
la el DA0FS0 0.897854
casa casa NCFS000 0.990148
e e CC 0.494868
